record_id,dataset_version,record_status,last_validated,Tourist ID,Age,Age_Group,current_site,Site Name,Sites Visited,city,country,Continent,region,Interests,Number_of_Interests,Accessibility,Preferred Tour Duration,Tour Duration,matched_destination,Type,Best Season,UNESCO Site,avg_cost_usd,Cost_Category,budget_level,Tourist Rating,Satisfaction,Avg Rating,Recommendation Accuracy,VR Experience Quality,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,overall_experience_score,yearly_avg_temp,climate_classification,Popularity_Category,Route ID,System Response Time
REC-02293-3e801283-004584,v1.0,active,2026-01-31,2293,55,46-55,Taj Mahal,Machu Picchu,"['Taj Mahal', 'Colosseum']",Agra,India,,,"['History', 'Art', 'Cultural']",3,False,3,5,,,,,150.0,,,2.4,3,,91,4.2,,,,,,,,,,,,,,2293000,2.13
REC-02293-baaadf4e-004585,v1.0,active,2026-01-31,2293,55,46-55,Colosseum,Machu Picchu,"['Taj Mahal', 'Colosseum']",Rome,Italy,,europe,"['History', 'Art', 'Cultural']",3,False,3,5,,,,,150.0,,Mid-range,2.4,3,,91,4.2,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2293000,2.13
REC-02294-cbbc03fb-004586,v1.0,active,2026-01-31,2294,30,26-35,Machu Picchu,Colosseum,['Machu Picchu'],Cusco,Peru,,,"['Cultural', 'Architecture']",2,False,5,2,,,,,167.0143598554983,,,3.4,3,,97,4.2,,,,,,,,,,,,,,2294000,3.78
REC-02295-a40279d9-004587,v1.0,active,2026-01-31,2295,55,46-55,Great Wall of China,Eiffel Tower,"['Great Wall of China', 'Taj Mahal']",Beijing,China,,asia,['Nature'],1,False,5,5,,,,,341.63638370439867,,Mid-range,4.8,5,,100,4.6,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2295000,1.56
REC-02295-3e801283-004588,v1.0,active,2026-01-31,2295,55,46-55,Taj Mahal,Eiffel Tower,"['Great Wall of China', 'Taj Mahal']",Agra,India,,,['Nature'],1,False,5,5,,,,,341.63638370439867,,,4.8,5,,100,4.6,,,,,,,,,,,,,,2295000,1.56
REC-02296-a40279d9-004589,v1.0,active,2026-01-31,2296,45,36-45,Great Wall of China,Great Wall of China,['Great Wall of China'],Beijing,China,,asia,['Nature'],1,True,7,3,,,,,146.21964182884096,,Mid-range,3.4,3,,97,4.4,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2296000,2.31
REC-02297-3e801283-004590,v1.0,active,2026-01-31,2297,34,26-35,Taj Mahal,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",Agra,India,,,['Cultural'],1,True,5,3,,,,,303.0383800098241,,,2.4,3,,89,4.6,,,,,,,,,,,,,,2297000,4.32
REC-02297-a40279d9-004591,v1.0,active,2026-01-31,2297,34,26-35,Great Wall of China,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",Beijing,China,,asia,['Cultural'],1,True,5,3,,,,,303.0383800098241,,Mid-range,2.4,3,,89,4.6,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2297000,4.32
REC-02298-baaadf4e-004592,v1.0,active,2026-01-31,2298,37,36-45,Colosseum,Machu Picchu,"['Colosseum', 'Eiffel Tower']",Rome,Italy,,europe,"['History', 'Cultural']",2,True,4,3,,,,,150.0,,Mid-range,1.7,3,,93,4.7,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2298000,2.33
REC-02298-6e5a907e-004593,v1.0,active,2026-01-31,2298,37,36-45,Eiffel Tower,Machu Picchu,"['Colosseum', 'Eiffel Tower']",Paris,France,,europe,"['History', 'Cultural']",2,True,4,3,,,,,150.0,,Luxury,1.7,3,,93,4.7,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2298000,2.33
REC-02299-6e5a907e-004594,v1.0,active,2026-01-31,2299,55,46-55,Eiffel Tower,Taj Mahal,"['Eiffel Tower', 'Colosseum']",Paris,France,,europe,"['Art', 'Nature', 'History']",3,False,8,5,,,,,150.0,,Luxury,1.8,3,,88,4.1,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2299000,4.04
REC-02299-baaadf4e-004595,v1.0,active,2026-01-31,2299,55,46-55,Colosseum,Taj Mahal,"['Eiffel Tower', 'Colosseum']",Rome,Italy,,europe,"['Art', 'Nature', 'History']",3,False,8,5,,,,,150.0,,Mid-range,1.8,3,,88,4.1,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2299000,4.04
REC-02300-3e801283-004596,v1.0,active,2026-01-31,2300,54,46-55,Taj Mahal,Taj Mahal,['Taj Mahal'],Agra,India,,,"['Architecture', 'Art']",2,True,3,3,,,,,150.0,,,4.0,4,,97,4.4,,,,,,,,,,,,,,2300000,2.11
REC-02301-3e801283-004597,v1.0,active,2026-01-31,2301,42,36-45,Taj Mahal,Machu Picchu,"['Taj Mahal', 'Great Wall of China']",Agra,India,,,"['Art', 'Cultural', 'History']",3,False,4,2,,,,,150.0,,,4.8,5,,94,4.8,,,,,,,,,,,,,,2301000,2.58
REC-02301-a40279d9-004598,v1.0,active,2026-01-31,2301,42,36-45,Great Wall of China,Machu Picchu,"['Taj Mahal', 'Great Wall of China']",Beijing,China,,asia,"['Art', 'Cultural', 'History']",3,False,4,2,,,,,150.0,,Mid-range,4.8,5,,94,4.8,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2301000,2.58
REC-02302-6e5a907e-004599,v1.0,active,2026-01-31,2302,34,26-35,Eiffel Tower,Taj Mahal,"['Eiffel Tower', 'Colosseum', 'Great Wall of China']",Paris,France,,europe,"['Nature', 'Art', 'Architecture']",3,True,4,4,,,,,150.0,,Luxury,4.2,4,,96,4.3,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2302000,2.1
REC-02302-baaadf4e-004600,v1.0,active,2026-01-31,2302,34,26-35,Colosseum,Taj Mahal,"['Eiffel Tower', 'Colosseum', 'Great Wall of China']",Rome,Italy,,europe,"['Nature', 'Art', 'Architecture']",3,True,4,4,,,,,150.0,,Mid-range,4.2,4,,96,4.3,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2302000,2.1
REC-02302-a40279d9-004601,v1.0,active,2026-01-31,2302,34,26-35,Great Wall of China,Taj Mahal,"['Eiffel Tower', 'Colosseum', 'Great Wall of China']",Beijing,China,,asia,"['Nature', 'Art', 'Architecture']",3,True,4,4,,,,,150.0,,Mid-range,4.2,4,,96,4.3,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2302000,2.1
REC-02303-cbbc03fb-004602,v1.0,active,2026-01-31,2303,37,36-45,Machu Picchu,Machu Picchu,"['Machu Picchu', 'Colosseum']",Cusco,Peru,,,['Cultural'],1,False,8,3,,,,,150.0,,,3.7,4,,85,4.5,,,,,,,,,,,,,,2303000,3.52
REC-02303-baaadf4e-004603,v1.0,active,2026-01-31,2303,37,36-45,Colosseum,Machu Picchu,"['Machu Picchu', 'Colosseum']",Rome,Italy,,europe,['Cultural'],1,False,8,3,,,,,150.0,,Mid-range,3.7,4,,85,4.5,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2303000,3.52
REC-02304-6e5a907e-004604,v1.0,active,2026-01-31,2304,68,55+,Eiffel Tower,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China']",Paris,France,,europe,['Art'],1,True,5,3,,,,,343.4770665718797,,Luxury,2.6,3,,90,4.9,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2304000,2.87
REC-02304-a40279d9-004605,v1.0,active,2026-01-31,2304,68,55+,Great Wall of China,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China']",Beijing,China,,asia,['Art'],1,True,5,3,,,,,343.4770665718797,,Mid-range,2.6,3,,90,4.9,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2304000,2.87
REC-02305-3e801283-004606,v1.0,active,2026-01-31,2305,53,46-55,Taj Mahal,Taj Mahal,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",Agra,India,,,['Cultural'],1,False,4,5,,,,,150.0,,,3.3,3,,100,4.1,,,,,,,,,,,,,,2305000,1.73
REC-02305-6e5a907e-004607,v1.0,active,2026-01-31,2305,53,46-55,Eiffel Tower,Taj Mahal,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",Paris,France,,europe,['Cultural'],1,False,4,5,,,,,150.0,,Luxury,3.3,3,,100,4.1,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2305000,1.73
REC-02305-cbbc03fb-004608,v1.0,active,2026-01-31,2305,53,46-55,Machu Picchu,Taj Mahal,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",Cusco,Peru,,,['Cultural'],1,False,4,5,,,,,150.0,,,3.3,3,,100,4.1,,,,,,,,,,,,,,2305000,1.73
REC-02306-6e5a907e-004609,v1.0,active,2026-01-31,2306,39,36-45,Eiffel Tower,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",Paris,France,,europe,"['Architecture', 'Cultural']",2,False,4,6,,,,,390.3991317612757,,Luxury,4.8,5,,89,4.2,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2306000,3.49
REC-02306-3e801283-004610,v1.0,active,2026-01-31,2306,39,36-45,Taj Mahal,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",Agra,India,,,"['Architecture', 'Cultural']",2,False,4,6,,,,,390.3991317612757,,,4.8,5,,89,4.2,,,,,,,,,,,,,,2306000,3.49
REC-02306-a40279d9-004611,v1.0,active,2026-01-31,2306,39,36-45,Great Wall of China,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",Beijing,China,,asia,"['Architecture', 'Cultural']",2,False,4,6,,,,,390.3991317612757,,Mid-range,4.8,5,,89,4.2,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2306000,3.49
REC-02307-cbbc03fb-004612,v1.0,active,2026-01-31,2307,63,55+,Machu Picchu,Colosseum,"['Machu Picchu', 'Taj Mahal']",Cusco,Peru,,,['Nature'],1,False,5,3,,,,,120.18362859456826,,,1.5,3,,91,4.7,,,,,,,,,,,,,,2307000,1.98
REC-02307-3e801283-004613,v1.0,active,2026-01-31,2307,63,55+,Taj Mahal,Colosseum,"['Machu Picchu', 'Taj Mahal']",Agra,India,,,['Nature'],1,False,5,3,,,,,120.18362859456826,,,1.5,3,,91,4.7,,,,,,,,,,,,,,2307000,1.98
REC-02308-3e801283-004614,v1.0,active,2026-01-31,2308,69,55+,Taj Mahal,Taj Mahal,"['Taj Mahal', 'Colosseum']",Agra,India,,,"['Cultural', 'History']",2,True,8,6,,,,,150.0,,,3.5,4,,92,4.7,,,,,,,,,,,,,,2308000,2.4
REC-02308-baaadf4e-004615,v1.0,active,2026-01-31,2308,69,55+,Colosseum,Taj Mahal,"['Taj Mahal', 'Colosseum']",Rome,Italy,,europe,"['Cultural', 'History']",2,True,8,6,,,,,150.0,,Mid-range,3.5,4,,92,4.7,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2308000,2.4
REC-02309-baaadf4e-004616,v1.0,active,2026-01-31,2309,37,36-45,Colosseum,Eiffel Tower,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",Rome,Italy,,europe,['History'],1,True,6,8,,,,,215.7487208401104,,Mid-range,2.2,3,,87,5.0,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2309000,1.8
REC-02309-a40279d9-004617,v1.0,active,2026-01-31,2309,37,36-45,Great Wall of China,Eiffel Tower,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",Beijing,China,,asia,['History'],1,True,6,8,,,,,215.7487208401104,,Mid-range,2.2,3,,87,5.0,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2309000,1.8
REC-02309-6e5a907e-004618,v1.0,active,2026-01-31,2309,37,36-45,Eiffel Tower,Eiffel Tower,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",Paris,France,,europe,['History'],1,True,6,8,,,,,215.7487208401104,,Luxury,2.2,3,,87,5.0,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2309000,1.8
REC-02310-a40279d9-004619,v1.0,active,2026-01-31,2310,36,36-45,Great Wall of China,Great Wall of China,"['Great Wall of China', 'Taj Mahal']",Beijing,China,,asia,['Art'],1,False,5,5,,,,,194.5874975311861,,Mid-range,3.0,3,,97,5.0,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2310000,3.97
REC-02310-3e801283-004620,v1.0,active,2026-01-31,2310,36,36-45,Taj Mahal,Great Wall of China,"['Great Wall of China', 'Taj Mahal']",Agra,India,,,['Art'],1,False,5,5,,,,,194.5874975311861,,,3.0,3,,97,5.0,,,,,,,,,,,,,,2310000,3.97
REC-02311-a40279d9-004621,v1.0,active,2026-01-31,2311,49,46-55,Great Wall of China,Colosseum,"['Great Wall of China', 'Taj Mahal', 'Colosseum']",Beijing,China,,asia,"['Nature', 'History']",2,False,7,7,,,,,110.82311035211156,,Mid-range,2.1,3,,96,4.5,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2311000,2.38
REC-02311-3e801283-004622,v1.0,active,2026-01-31,2311,49,46-55,Taj Mahal,Colosseum,"['Great Wall of China', 'Taj Mahal', 'Colosseum']",Agra,India,,,"['Nature', 'History']",2,False,7,7,,,,,110.82311035211156,,,2.1,3,,96,4.5,,,,,,,,,,,,,,2311000,2.38
REC-02311-baaadf4e-004623,v1.0,active,2026-01-31,2311,49,46-55,Colosseum,Colosseum,"['Great Wall of China', 'Taj Mahal', 'Colosseum']",Rome,Italy,,europe,"['Nature', 'History']",2,False,7,7,,,,,110.82311035211156,,Mid-range,2.1,3,,96,4.5,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2311000,2.38
REC-02312-baaadf4e-004624,v1.0,active,2026-01-31,2312,44,36-45,Colosseum,Colosseum,['Colosseum'],Rome,Italy,,europe,['Cultural'],1,False,8,2,,,,,160.05924834982616,,Mid-range,3.0,3,,86,4.3,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2312000,1.6
REC-02313-6e5a907e-004625,v1.0,active,2026-01-31,2313,56,55+,Eiffel Tower,Taj Mahal,['Eiffel Tower'],Paris,France,,europe,"['History', 'Nature']",2,False,8,2,,,,,150.0,,Luxury,4.8,5,,95,4.3,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2313000,3.42
REC-02314-baaadf4e-004626,v1.0,active,2026-01-31,2314,66,55+,Colosseum,Colosseum,['Colosseum'],Rome,Italy,,europe,['Architecture'],1,False,4,2,,,,,108.16193853711772,,Mid-range,4.7,5,,99,4.3,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2314000,1.91
REC-02315-baaadf4e-004627,v1.0,active,2026-01-31,2315,25,18-25,Colosseum,Colosseum,['Colosseum'],Rome,Italy,,europe,"['History', 'Nature', 'Cultural']",3,False,6,3,,,,,142.18981048817943,,Mid-range,1.5,3,,90,4.1,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2315000,3.93
REC-02316-cbbc03fb-004628,v1.0,active,2026-01-31,2316,44,36-45,Machu Picchu,Great Wall of China,['Machu Picchu'],Cusco,Peru,,,"['Architecture', 'History']",2,True,6,1,,,,,165.01872260461346,,,1.4,3,,100,4.3,,,,,,,,,,,,,,2316000,3.2
REC-02317-a40279d9-004629,v1.0,active,2026-01-31,2317,18,18-25,Great Wall of China,Eiffel Tower,['Great Wall of China'],Beijing,China,,asia,['Nature'],1,True,8,1,,,,,310.7873030282658,,Mid-range,3.5,4,,94,4.6,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2317000,3.6
REC-02318-6e5a907e-004630,v1.0,active,2026-01-31,2318,54,46-55,Eiffel Tower,Eiffel Tower,"['Eiffel Tower', 'Machu Picchu']",Paris,France,,europe,"['Architecture', 'Cultural', 'History']",3,True,7,4,,,,,260.8900375498817,,Luxury,2.6,3,,97,4.5,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2318000,2.43
REC-02318-cbbc03fb-004631,v1.0,active,2026-01-31,2318,54,46-55,Machu Picchu,Eiffel Tower,"['Eiffel Tower', 'Machu Picchu']",Cusco,Peru,,,"['Architecture', 'Cultural', 'History']",3,True,7,4,,,,,260.8900375498817,,,2.6,3,,97,4.5,,,,,,,,,,,,,,2318000,2.43
REC-02319-6e5a907e-004632,v1.0,active,2026-01-31,2319,61,55+,Eiffel Tower,Taj Mahal,"['Eiffel Tower', 'Great Wall of China', 'Taj Mahal']",Paris,France,,europe,['History'],1,False,3,9,,,,,150.0,,Luxury,5.0,5,,93,4.4,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2319000,1.55
REC-02319-a40279d9-004633,v1.0,active,2026-01-31,2319,61,55+,Great Wall of China,Taj Mahal,"['Eiffel Tower', 'Great Wall of China', 'Taj Mahal']",Beijing,China,,asia,['History'],1,False,3,9,,,,,150.0,,Mid-range,5.0,5,,93,4.4,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2319000,1.55
REC-02319-3e801283-004634,v1.0,active,2026-01-31,2319,61,55+,Taj Mahal,Taj Mahal,"['Eiffel Tower', 'Great Wall of China', 'Taj Mahal']",Agra,India,,,['History'],1,False,3,9,,,,,150.0,,,5.0,5,,93,4.4,,,,,,,,,,,,,,2319000,1.55
REC-02320-3e801283-004635,v1.0,active,2026-01-31,2320,43,36-45,Taj Mahal,Eiffel Tower,['Taj Mahal'],Agra,India,,,"['Nature', 'Cultural', 'History']",3,True,8,1,,,,,264.6768853549596,,,1.8,3,,95,4.7,,,,,,,,,,,,,,2320000,2.0
REC-02321-6e5a907e-004636,v1.0,active,2026-01-31,2321,34,26-35,Eiffel Tower,Machu Picchu,"['Eiffel Tower', 'Colosseum']",Paris,France,,europe,['Cultural'],1,True,5,4,,,,,150.0,,Luxury,2.8,3,,91,4.2,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2321000,3.26
REC-02321-baaadf4e-004637,v1.0,active,2026-01-31,2321,34,26-35,Colosseum,Machu Picchu,"['Eiffel Tower', 'Colosseum']",Rome,Italy,,europe,['Cultural'],1,True,5,4,,,,,150.0,,Mid-range,2.8,3,,91,4.2,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2321000,3.26
REC-02322-3e801283-004638,v1.0,active,2026-01-31,2322,24,18-25,Taj Mahal,Eiffel Tower,['Taj Mahal'],Agra,India,,,['History'],1,True,7,2,,,,,360.675654270742,,,1.1,3,,100,4.5,,,,,,,,,,,,,,2322000,1.88
REC-02323-baaadf4e-004639,v1.0,active,2026-01-31,2323,53,46-55,Colosseum,Eiffel Tower,"['Colosseum', 'Taj Mahal']",Rome,Italy,,europe,"['Art', 'Cultural']",2,True,8,6,,,,,218.59092152858253,,Mid-range,3.3,3,,97,4.8,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2323000,3.3
REC-02323-3e801283-004640,v1.0,active,2026-01-31,2323,53,46-55,Taj Mahal,Eiffel Tower,"['Colosseum', 'Taj Mahal']",Agra,India,,,"['Art', 'Cultural']",2,True,8,6,,,,,218.59092152858253,,,3.3,3,,97,4.8,,,,,,,,,,,,,,2323000,3.3
REC-02324-a40279d9-004641,v1.0,active,2026-01-31,2324,46,46-55,Great Wall of China,Eiffel Tower,['Great Wall of China'],Beijing,China,,asia,['History'],1,True,6,2,,,,,238.52597710794387,,Mid-range,3.6,4,,90,4.2,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2324000,4.51
REC-02325-baaadf4e-004642,v1.0,active,2026-01-31,2325,66,55+,Colosseum,Colosseum,"['Colosseum', 'Taj Mahal']",Rome,Italy,,europe,"['History', 'Art', 'Architecture']",3,True,7,3,,,,,108.37818318969474,,Mid-range,4.5,5,,87,4.0,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2325000,3.02
REC-02325-3e801283-004643,v1.0,active,2026-01-31,2325,66,55+,Taj Mahal,Colosseum,"['Colosseum', 'Taj Mahal']",Agra,India,,,"['History', 'Art', 'Architecture']",3,True,7,3,,,,,108.37818318969474,,,4.5,5,,87,4.0,,,,,,,,,,,,,,2325000,3.02
REC-02326-6e5a907e-004644,v1.0,active,2026-01-31,2326,26,26-35,Eiffel Tower,Great Wall of China,['Eiffel Tower'],Paris,France,,europe,"['History', 'Art']",2,False,7,1,,,,,178.9448816925332,,Luxury,1.4,3,,97,4.7,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2326000,1.87
REC-02327-3e801283-004645,v1.0,active,2026-01-31,2327,22,18-25,Taj Mahal,Machu Picchu,['Taj Mahal'],Agra,India,,,"['Architecture', 'History', 'Nature']",3,False,5,1,,,,,150.0,,,1.0,3,,94,4.8,,,,,,,,,,,,,,2327000,3.44
REC-02328-6e5a907e-004646,v1.0,active,2026-01-31,2328,57,55+,Eiffel Tower,Machu Picchu,['Eiffel Tower'],Paris,France,,europe,['Nature'],1,False,3,2,,,,,150.0,,Luxury,4.7,5,,96,4.5,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2328000,2.33
REC-02329-6e5a907e-004647,v1.0,active,2026-01-31,2329,41,36-45,Eiffel Tower,Eiffel Tower,"['Eiffel Tower', 'Machu Picchu']",Paris,France,,europe,"['Cultural', 'Art', 'Architecture']",3,True,4,5,,,,,339.0950948984106,,Luxury,3.9,4,,99,4.5,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2329000,2.77
REC-02329-cbbc03fb-004648,v1.0,active,2026-01-31,2329,41,36-45,Machu Picchu,Eiffel Tower,"['Eiffel Tower', 'Machu Picchu']",Cusco,Peru,,,"['Cultural', 'Art', 'Architecture']",3,True,4,5,,,,,339.0950948984106,,,3.9,4,,99,4.5,,,,,,,,,,,,,,2329000,2.77
REC-02330-baaadf4e-004649,v1.0,active,2026-01-31,2330,45,36-45,Colosseum,Taj Mahal,"['Colosseum', 'Taj Mahal']",Rome,Italy,,europe,"['Architecture', 'Art']",2,False,8,4,,,,,150.0,,Mid-range,3.1,3,,86,4.7,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2330000,2.42
REC-02330-3e801283-004650,v1.0,active,2026-01-31,2330,45,36-45,Taj Mahal,Taj Mahal,"['Colosseum', 'Taj Mahal']",Agra,India,,,"['Architecture', 'Art']",2,False,8,4,,,,,150.0,,,3.1,3,,86,4.7,,,,,,,,,,,,,,2330000,2.42
REC-02331-a40279d9-004651,v1.0,active,2026-01-31,2331,22,18-25,Great Wall of China,Colosseum,['Great Wall of China'],Beijing,China,,asia,['Cultural'],1,False,3,2,,,,,199.0330047547216,,Mid-range,1.1,3,,87,4.1,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2331000,4.38
REC-02332-3e801283-004652,v1.0,active,2026-01-31,2332,53,46-55,Taj Mahal,Machu Picchu,['Taj Mahal'],Agra,India,,,"['Art', 'Nature']",2,False,8,2,,,,,150.0,,,2.7,3,,87,4.3,,,,,,,,,,,,,,2332000,4.41
REC-02333-3e801283-004653,v1.0,active,2026-01-31,2333,54,46-55,Taj Mahal,Eiffel Tower,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",Agra,India,,,"['Cultural', 'Architecture']",2,True,8,6,,,,,378.24853265852977,,,1.1,3,,92,4.4,,,,,,,,,,,,,,2333000,2.01
REC-02333-baaadf4e-004654,v1.0,active,2026-01-31,2333,54,46-55,Colosseum,Eiffel Tower,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",Rome,Italy,,europe,"['Cultural', 'Architecture']",2,True,8,6,,,,,378.24853265852977,,Mid-range,1.1,3,,92,4.4,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,2333000,2.01
REC-02333-6e5a907e-004655,v1.0,active,2026-01-31,2333,54,46-55,Eiffel Tower,Eiffel Tower,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",Paris,France,,europe,"['Cultural', 'Architecture']",2,True,8,6,,,,,378.24853265852977,,Luxury,1.1,3,,92,4.4,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2333000,2.01
REC-02334-6e5a907e-004656,v1.0,active,2026-01-31,2334,68,55+,Eiffel Tower,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",Paris,France,,europe,"['Architecture', 'Cultural']",2,True,8,2,,,,,123.56227281237716,,Luxury,3.4,3,,97,4.2,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,2334000,1.68
REC-02334-a40279d9-004657,v1.0,active,2026-01-31,2334,68,55+,Great Wall of China,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",Beijing,China,,asia,"['Architecture', 'Cultural']",2,True,8,2,,,,,123.56227281237716,,Mid-range,3.4,3,,97,4.2,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,2334000,1.68
REC-02335-3e801283-004658,v1.0,active,2026-01-31,2335,51,46-55,Taj Mahal,Eiffel Tower,['Taj Mahal'],Agra,India,,,['Cultural'],1,True,5,2,,,,,306.4066279777154,,,1.1,3,,95,4.8,,,,,,,,,,,,,,2335000,3.07
REC-02336-cbbc03fb-004659,v1.0,active,2026-01-31,2336,53,46-55,Machu Picchu,Colosseum,"['Machu Picchu', 'Eiffel Tower']",Cusco,Peru,,,"['Cultural', 'Architecture', 'Nature']",3,False,8,3,,,,,131.10049398594543,,,2.8,3,,90,4.3,,,,,,,,,,,,,,2336000,4.9
